budget,genres,id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,genre_names
68000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",9824,12.948627,1999-08-06,29762011,121.0,Mystery Men,5.7,250,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Science Fiction']"
36000000,"[{'id': 35, 'name': 'Comedy'}]",48988,27.11589,2011-02-25,83160734,105.0,Hall Pass,5.4,611,['Comedy']
90000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9008,26.153669,1999-10-28,60289912,157.0,The Insider,7.3,481,"['Drama', 'Thriller']"
80000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",300673,28.223664,2016-01-25,52099090,114.0,The Finest Hours,6.3,588,"['Action', 'Drama', 'History', 'Thriller']"
70000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",12113,37.507136,2008-10-10,113280098,128.0,Body of Lies,6.5,895,"['Action', 'Drama', 'Thriller']"
69000000,"[{'id': 35, 'name': 'Comedy'}]",38778,11.023691,2010-07-30,86387857,114.0,Dinner for Schmucks,5.5,531,['Comedy']
66000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1844,25.877794,1999-04-29,212404396,112.0,Entrapment,6.0,602,"['Romance', 'Drama', 'Mystery']"
66000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",846,18.59991,1998-06-19,189198313,121.0,The X Files,6.6,488,"['Mystery', 'Science Fiction', 'Thriller']"
67000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10752, 'name': 'War'}]",9703,12.282911,2007-04-19,25303038,102.0,The Last Legion,5.0,207,"['Action', 'Adventure', 'Fantasy', 'War']"
70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",857,76.041867,1998-07-24,481840909,169.0,Saving Private Ryan,7.9,5048,"['Drama', 'History', 'War']"
66000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",136797,54.81489,2014-03-13,203277636,130.0,Need for Speed,6.1,1520,"['Action', 'Crime', 'Drama', 'Thriller']"
70000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",3981,31.39165,2000-12-15,374111707,127.0,What Women Want,6.1,992,"['Comedy', 'Romance']"
68000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",6171,26.792794,2003-03-21,75715436,136.0,Dreamcatcher,5.3,567,"['Drama', 'Horror', 'Science Fiction', 'Thriller']"
65000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",72976,36.307296,2012-11-09,275293450,149.0,Lincoln,6.7,1429,"['History', 'Drama']"
63000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",603,104.309993,1999-03-30,463517383,136.0,The Matrix,7.9,8907,"['Action', 'Science Fiction']"
52000000,"[{'id': 18, 'name': 'Drama'}]",568,68.140214,1995-06-30,355237933,140.0,Apollo 13,7.3,1599,['Drama']
65000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",9021,14.646884,2002-10-31,172855065,104.0,The Santa Clause 2,5.5,297,"['Fantasy', 'Comedy', 'Family']"
61000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",82695,48.356214,2012-12-18,441809770,157.0,Les Misérables,7.1,1884,"['Drama', 'Music', 'Romance']"
65000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",9489,28.540267,1998-12-17,250821495,119.0,You've Got Mail,6.3,838,"['Comedy', 'Romance']"
95000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",9342,31.086791,1998-07-16,250288523,136.0,The Mask of Zorro,6.3,1183,"['Action', 'Adventure']"
65000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",227306,43.055253,2014-12-25,163442937,137.0,Unbroken,7.3,1400,"['Drama', 'War']"
65000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",5551,15.772081,2000-07-31,128884132,130.0,Space Cowboys,6.3,403,"['Action', 'Adventure', 'Thriller']"
70000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",9350,26.19909,1993-05-28,255000211,112.0,Cliffhanger,6.1,588,"['Action', 'Adventure', 'Thriller']"
50000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9208,22.769108,1996-02-09,150270147,108.0,Broken Arrow,5.7,453,"['Action', 'Adventure', 'Drama', 'Thriller']"
65000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",4244,18.281798,2000-07-07,69700000,104.0,The Kid,6.0,238,"['Fantasy', 'Comedy', 'Family']"
63000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",1852,24.697533,2006-08-09,162945894,128.0,World Trade Center,5.9,447,"['Drama', 'History', 'Thriller']"
65000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11820,19.718544,2003-12-19,0,117.0,Mona Lisa Smile,6.5,393,"['Drama', 'Romance']"
65000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",345,27.870312,1999-07-14,162091208,159.0,Eyes Wide Shut,7.1,1234,"['Mystery', 'Drama']"
65000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",196867,33.439187,2014-12-19,133821816,119.0,Annie,6.0,466,"['Comedy', 'Drama', 'Family']"
50100000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",256591,59.634029,2015-02-25,153962963,105.0,Focus,6.7,2542,"['Romance', 'Comedy', 'Crime', 'Drama']"
65000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",59962,38.994297,2012-02-14,156974557,103.0,This Means War,5.9,1389,"['Action', 'Comedy', 'Romance']"
65000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",36648,49.660055,2004-12-08,128905366,123.0,Blade: Trinity,5.7,1252,"['Science Fiction', 'Action', 'Horror', 'Thriller', 'Adventure', 'Fantasy']"
4200000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1880,11.743085,1984-08-10,38376497,114.0,Red Dawn,6.4,215,"['Action', 'Thriller']"
65000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9440,9.110247,1998-03-20,0,143.0,Primary Colors,6.1,94,"['Comedy', 'Drama']"
45000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",10483,42.57877,2008-08-22,73762516,105.0,Death Race,6.0,1175,"['Action', 'Thriller', 'Science Fiction']"
65000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",11412,15.858629,1996-10-11,89456761,120.0,The Long Kiss Goodnight,6.5,314,"['Crime', 'Action', 'Mystery', 'Thriller']"
65000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",11983,14.866901,2000-12-08,0,135.0,Proof of Life,6.0,208,"['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']"
65000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",6795,15.194239,2005-11-06,64321501,101.0,Zathura: A Space Adventure,6.1,779,"['Family', 'Fantasy', 'Science Fiction', 'Adventure']"
63000000,"[{'id': 18, 'name': 'Drama'}]",550,146.757391,1999-10-15,100853753,139.0,Fight Club,8.3,9413,['Drama']
65000000,"[{'id': 18, 'name': 'Drama'}]",11170,8.629665,2006-12-12,43545364,124.0,We Are Marshall,6.7,186,['Drama']
65000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",10783,2.952595,2000-10-27,0,105.0,Lucky Numbers,4.9,52,"['Action', 'Adventure', 'Comedy', 'Crime', 'Romance', 'Thriller']"
50000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",257,20.415572,2005-09-23,42093706,130.0,Oliver Twist,6.7,274,"['Crime', 'Drama', 'Family']"
65000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",189,85.428395,2014-08-20,39407616,102.0,Sin City: A Dame to Kill For,6.3,1286,"['Crime', 'Thriller']"
64000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",12618,4.137237,1999-10-08,74608570,133.0,Random Hearts,5.3,63,"['Drama', 'Romance']"
55000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",253412,60.246978,2015-09-10,203427584,121.0,Everest,6.7,1772,"['Adventure', 'Drama']"
50000000,"[{'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",1427,42.551902,2006-09-13,132180323,147.0,Perfume: The Story of a Murderer,7.1,1165,"['Crime', 'Fantasy', 'Drama']"
63000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",329,40.413191,1993-06-11,920100000,127.0,Jurassic Park,7.6,4856,"['Adventure', 'Science Fiction']"
63000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",12160,13.859307,1994-06-24,25052000,191.0,Wyatt Earp,6.5,202,"['Drama', 'Action', 'Western']"
62000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9331,18.832471,1994-08-03,215887717,141.0,Clear and Present Danger,6.4,386,"['Action', 'Drama', 'Thriller']"
65000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",300168,9.568884,2015-02-19,121545703,127.0,Dragon Blade,5.9,145,"['Action', 'Drama', 'Adventure']"
62000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",3536,18.096884,2000-04-20,127666415,116.0,U-571,6.1,340,"['Action', 'Drama', 'Thriller', 'War']"
62000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9087,11.056763,1995-11-17,107879496,106.0,The American President,6.5,195,"['Comedy', 'Drama', 'Romance']"
62000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",12138,11.262655,2001-02-23,18720175,125.0,3000 Miles to Graceland,5.8,178,"['Action', 'Adventure', 'Comedy', 'Thriller', 'Crime']"
44000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 37, 'name': 'Western'}]",273248,68.717016,2015-12-25,155760117,167.0,The Hateful Eight,7.6,4274,"['Crime', 'Drama', 'Mystery', 'Western']"
65000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",1271,65.197968,2006-12-09,422610419,117.0,300,7.0,4997,"['Action', 'Adventure', 'War']"
80000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",693,32.829538,2004-12-22,516642939,115.0,Meet the Fockers,6.1,1373,"['Comedy', 'Romance']"
60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",14306,30.951203,2008-12-25,244082376,115.0,Marley & Me,6.9,1343,"['Comedy', 'Family']"
60000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",497,103.698022,1999-12-10,284600000,189.0,The Green Mile,8.2,4048,"['Fantasy', 'Drama', 'Crime']"
61000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",210577,143.041543,2014-10-01,369330363,145.0,Gone Girl,7.9,5862,"['Mystery', 'Thriller', 'Drama']"
60000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2501,86.476817,2002-06-14,214034224,119.0,The Bourne Identity,7.3,3583,"['Action', 'Drama', 'Mystery', 'Thriller']"
58000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",710,59.824565,1995-11-16,352194034,130.0,GoldenEye,6.6,1174,"['Adventure', 'Action', 'Thriller']"
60000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2275,18.345613,1999-06-18,149705852,116.0,The General's Daughter,6.1,205,"['Crime', 'Drama', 'Mystery', 'Thriller']"
60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",37165,56.488027,1998-06-04,264118201,103.0,The Truman Show,7.8,4537,"['Comedy', 'Drama']"
61000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",136400,42.881415,2013-08-02,131940411,109.0,2 Guns,6.6,1589,"['Action', 'Comedy', 'Crime']"
60000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",9654,62.766854,2003-05-30,176070171,110.0,The Italian Job,6.6,1919,"['Action', 'Crime']"
60000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2642,24.153567,2002-12-19,93354918,101.0,Two Weeks Notice,5.9,487,"['Romance', 'Comedy']"
70000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",19899,26.676487,2009-09-19,171844840,113.0,Couples Retreat,5.3,588,"['Comedy', 'Romance']"
60000000,"[{'id': 12, 'name': 'Adventure'}]",2119,16.278022,1990-06-27,157920733,107.0,Days of Thunder,5.9,353,['Adventure']
61000000,"[{'id': 28, 'name': 'Action'}]",294254,113.161483,2015-09-09,311256926,132.0,Maze Runner: The Scorch Trials,6.4,3040,['Action']
60000000,"[{'id': 18, 'name': 'Drama'}]",38167,28.800112,2010-08-12,204594016,133.0,Eat Pray Love,5.8,636,['Drama']
60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",5994,19.705489,2000-12-12,0,125.0,The Family Man,6.5,521,"['Comedy', 'Drama', 'Romance', 'Fantasy']"
58000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",39514,41.430245,2010-10-13,71664962,111.0,RED,6.6,2808,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
55000000,"[{'id': 18, 'name': 'Drama'}]",9563,23.127561,1999-12-16,100230832,163.0,Any Given Sunday,6.8,422,['Drama']
60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",547,12.867352,1998-05-14,186883563,170.0,The Horse Whisperer,6.7,292,"['Drama', 'Romance']"
65000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1538,44.815022,2004-08-04,217764291,120.0,Collateral,7.0,1451,"['Drama', 'Crime', 'Thriller']"
60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",11128,10.99991,2004-10-01,74541707,115.0,Ladder 49,6.2,207,"['Drama', 'Action', 'Thriller']"
60000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",75780,56.868399,2012-12-20,218340595,130.0,Jack Reacher,6.3,2998,"['Crime', 'Drama', 'Thriller']"
60000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",8914,22.991269,1999-07-28,73648228,105.0,Deep Blue Sea,5.6,604,"['Action', 'Science Fiction', 'Thriller']"
60000000,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",13576,15.798622,2009-10-28,0,111.0,This Is It,6.7,247,"['Music', 'Documentary']"
60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",39538,38.820858,2011-09-08,137551594,106.0,Contagion,6.2,1325,"['Drama', 'Thriller', 'Science Fiction']"
70000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",9509,45.299089,2004-04-23,130293714,146.0,Man on Fire,7.3,1553,"['Action', 'Drama', 'Thriller', 'Crime']"
60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",9384,28.848842,2004-03-05,170268750,101.0,Starsky & Hutch,5.6,644,"['Comedy', 'Crime']"
66000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1487,47.479755,2004-04-02,99318987,122.0,Hellboy,6.5,2225,"['Fantasy', 'Action', 'Science Fiction']"
70000000,"[{'id': 18, 'name': 'Drama'}]",9422,10.147321,1998-03-05,56702901,115.0,A Civil Action,6.1,109,['Drama']
60000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",4824,19.747459,1997-11-14,159330280,124.0,The Jackal,6.1,527,"['Action', 'Thriller', 'Adventure', 'Crime']"
60000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",9620,29.018826,2003-12-25,96269812,119.0,Paycheck,5.9,581,"['Action', 'Adventure', 'Mystery', 'Science Fiction', 'Thriller']"
60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9302,4.801849,1996-03-01,0,119.0,Up Close & Personal,5.9,50,"['Drama', 'Romance']"
60000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",137094,42.538258,2014-01-15,50549107,105.0,Jack Ryan: Shadow Recruit,5.9,1173,"['Action', 'Drama', 'Thriller']"
60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",274479,29.876507,2015-12-24,101134059,124.0,Joy,6.4,1581,"['Drama', 'Comedy']"
70000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",8078,37.44963,1997-11-12,162000000,109.0,Alien: Resurrection,5.9,1365,"['Science Fiction', 'Horror', 'Action']"
61000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",7485,37.378081,2007-03-22,95696996,124.0,Shooter,6.9,1462,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']"
75000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",6435,15.142701,1998-10-16,46683377,104.0,Practical Magic,6.3,338,"['Drama', 'Fantasy', 'Comedy']"
0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",10040,19.998581,2005-03-11,0,115.0,Miss Congeniality 2: Armed and Fabulous,5.3,425,"['Action', 'Comedy']"
60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",6278,27.615108,2002-07-12,43061982,101.0,Reign of Fire,6.0,669,"['Adventure', 'Action', 'Fantasy']"
60000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",82682,29.041198,2013-01-10,105200903,113.0,Gangster Squad,6.2,1778,"['Crime', 'Drama', 'Action', 'Thriller']"
60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",22954,23.85119,2009-12-10,122233971,134.0,Invictus,7.0,1125,"['Drama', 'History']"
60000000,"[{'id': 28, 'name': 'Action'}]",16995,21.685719,2009-04-17,87784194,127.0,State of Play,6.7,484,['Action']
78146652,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",16558,13.630049,2009-03-19,60000000,125.0,Duplicity,5.7,201,"['Romance', 'Comedy', 'Crime']"
60000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5820,15.352807,2006-04-19,77920346,108.0,The Sentinel,5.8,225,"['Action', 'Thriller', 'Crime']"
60000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",201,21.605533,2002-12-13,67312826,117.0,Star Trek: Nemesis,6.1,479,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",87825,18.587114,2012-09-21,0,111.0,Trouble with the Curve,6.6,366,"['Drama', 'Romance']"
80000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",12201,24.657931,2010-01-29,74901339,117.0,Edge of Darkness,6.2,487,"['Crime', 'Drama', 'Mystery', 'Thriller']"
60000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",11015,12.621769,1997-01-10,33956608,110.0,The Relic,5.8,130,"['Horror', 'Mystery', 'Thriller']"
60000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",13389,18.380176,2008-09-11,73174566,101.0,Righteous Kill,5.9,375,"['Action', 'Crime', 'Drama', 'Thriller']"
60000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",8838,18.877795,1998-04-03,0,111.0,Mercury Rising,6.0,368,"['Action', 'Crime', 'Drama', 'Thriller']"
60000000,"[{'id': 18, 'name': 'Drama'}]",17332,17.299333,2009-04-24,31720158,109.0,The Soloist,6.6,234,['Drama']
80000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",4958,16.848899,2000-11-02,39459427,126.0,The Legend of Bagger Vance,6.3,251,"['Fantasy', 'Drama']"
60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",786,21.547446,2000-09-15,47383689,122.0,Almost Famous,7.4,797,"['Drama', 'Music']"
60000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",11679,36.689223,2005-04-27,71073932,101.0,xXx: State of the Union,4.7,549,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']"
